50738,Studio 8 Montmartre,37107,Michael,,Buttes-Montmartre,48.8871914406566,2.347348401487584,Entire home/apt,85,30,36,2023-05-29,0.22,3,252,0,"Available with a mobility lease only (""bail mobilité"")"
53353,Rare 18th century washhouse convert,248319,Trixie,,Buttes-Montmartre,48.88985,2.35066,Entire home/apt,282,2,42,2024-06-20,0.25,1,353,7,7511800114704
54377,Duplex flat in Paris close to arena & SDF stadium,247562,Nicolas,,Buttes-Montmartre,48.88927,2.35903,Entire home/apt,138,3,135,2024-09-10,1.38,1,76,31,7511800523290
55071,Amazing 1 bedroom near Montmartre,259503,Marion,,Opéra,48.88047,2.3431,Entire home/apt,,2,86,2023-06-04,0.53,2,0,0,7510902880540
55239,"Luxury, Calm & Pleasure in 915 sqf.",260696,Joseph,,Élysée,48.8726,2.31477,Entire home/apt,607,1,22,2024-08-16,0.15,2,343,2,7510800978179
55348,TOP LUXURY MARAIS DESIGN STUDIO APT,261355,Virginia & Pascal,,Hôtel-de-Ville,48.85614,2.35878,Entire home/apt,141,6,150,2024-08-18,0.98,3,195,24,7510400937511
56662,180°view penthouse sunny terrace jacuzzi,268825,Sophie,,Buttes-Chaumont,48.87386,2.38231,Entire home/apt,186,6,112,2024-08-28,0.67,1,243,25,7511901575516
57766,Paris center private house with terrace for 12 pax,275667,Barbara,,Vaugirard,48.83999,2.30401,Entire home/apt,656,7,35,2022-07-08,0.28,2,253,0,7511503095259
58569,centrally located flat with terrace,280433,Carolina,,Entrepôt,48.87485,2.3507,Entire home/apt,140,7,1,2023-10-27,0.09,1,364,1,7511004114886
59182,Champs Elysées at your feet - quiet 1bdr penthouse,193906,Pascale,,Passy,48.87096222754876,2.28967840988693,Entire home/apt,104,2,261,2024-06-27,1.55,1,288,18,7511600293912
59959,"Paris, Villette Park, 753 ft2 : space and views",288512,Celine,,Buttes-Chaumont,48.89498,2.38541,Entire home/apt,181,21,23,2023-07-01,0.15,2,334,0,7511901783471
60868,Paris at your feet - Great View,293958,Sonia,,Entrepôt,48.87792,2.35936,Entire home/apt,146,3,172,2024-07-26,1.03,1,12,14,7511001123229
61016,THE AUTHENTIC PARISIAN BOBO-LOFT IN BELLEVILLE,295001,Francesca,,Buttes-Chaumont,48.87322,2.3805,Entire home/apt,200,3,47,2024-08-05,0.29,1,287,1,7511905292792
61259,Charming apartment Canal St Martin with balcony,296278,Virginie,,Entrepôt,48.8764,2.36305,Entire home/apt,,4,139,2024-08-11,0.83,1,0,12,7511003081243
61459,Arc de Triomphe area Sweet Home,297618,Stéphanie,,Batignolles-Monceau,48.87573,2.29381,Entire home/apt,110,5,206,2024-07-07,1.25,5,17,6,7511702690476
63480,"Notre Dame Latin Quarter: 1BR Flat, Central Paris",309970,Paul,,Panthéon,48.84943,2.34902,Entire home/apt,180,30,34,2023-11-02,0.25,1,183,1,"Available with a mobility lease only (""bail mobilité"")"
65916,Lovely studio in the Heart of Paris,322380,Davy,,Entrepôt,48.87035,2.35786,Entire home/apt,90,7,116,2023-05-07,0.70,1,365,0,7511000851728
69588,Studio for 2 people max,349245,Philipp,,Louvre,48.86371,2.33994,Entire home/apt,120,3,288,2024-09-12,1.75,1,5,24,7510101221466
70586,Cozy and Luxurious 1-Bedroom in Stunning Courtyard,277494,Frédéric,,Temple,48.86103,2.35437,Entire home/apt,319,3,150,2024-06-26,0.91,7,20,8,7510400424894
70858,2 storey flat near Les Gobelins,360583,Pascal,,Gobelins,48.83692,2.34679,Entire home/apt,98,8,11,2024-07-20,0.10,1,72,1,7511300624783
71495,secret charm 2-rooms Liberty apt,366238,Lo,,Buttes-Chaumont,48.87983,2.39372,Entire home/apt,60,3,153,2019-10-27,0.93,1,222,0,7511900206331
469712,Real parisian appartment center,2330657,Pierre,,Panthéon,48.83748,2.34972,Entire home/apt,464,4,151,2024-06-23,1.19,1,304,5,7510500374189
470270,"Central:Big,Calm,lightfull, ;) kids",2332643,Violeta,,Entrepôt,48.87369918823242,2.359437942504883,Entire home/apt,,4,12,2024-08-06,0.09,1,0,1,7511007018750
470361,Magnifique appartement à Bastille,2333548,Dompnier,,Reuilly,48.84949,2.37212,Entire home/apt,,4,51,2024-08-10,0.38,1,0,3,7511205389589
471928,Au pied de Montmartre !,2330659,Virginie Et Ignacio,,Buttes-Montmartre,48.88719200426633,2.347910176276533,Entire home/apt,300,3,0,,,1,132,0,7511810396506
474612,"Spacious, quiet loft, rue Oberkampf",1694065,Eva,,Ménilmontant,48.86793,2.38222,Entire home/apt,280,5,75,2024-09-02,0.67,4,122,11,7511100016808
474725,Luxurious flat with a big terrace,2353259,Sarah,,Entrepôt,48.87123,2.34981,Entire home/apt,500,4,55,2024-08-12,0.37,1,38,3,7511002670378
475005,Charming apt near Bastille/Marais,2354584,Armand,,Popincourt,48.86034,2.37299,Entire home/apt,,4,23,2024-05-31,0.17,2,0,1,7511101203275
476468,Romantic Paris 2 rooms top location,2361749,Julie,,Popincourt,48.86084,2.37873,Entire home/apt,220,5,138,2024-06-22,0.94,1,220,8,7511100658590
476708,B&B au centre de Paris,2362921,Samia,,Popincourt,48.86875,2.37225,Private room,,3,250,2024-08-11,1.70,2,0,23,
477766,Very nice apartment in Paris center,2367525,Céline,,Popincourt,48.86906,2.37053,Entire home/apt,250,3,67,2024-08-15,0.49,1,84,9,7511100017994
478380,Lovely vintage flat in Paris,2369723,Pauline,,Reuilly,48.84345,2.386,Entire home/apt,108,6,51,2024-05-05,0.34,1,83,4,7511205009212
479634,Stylish Apartment No.15,2376168,Catherine & David,,Panthéon,48.84001,2.34101,Entire home/apt,159,5,64,2024-08-12,0.43,1,144,28,7510503142154
479687,Our Lovely Appartment in the Heart of Paris,2376419,Filippo,,Buttes-Montmartre,48.88401,2.34739,Entire home/apt,,4,47,2023-06-05,0.32,1,0,0,7511804000642
479926,Paris - Les Halles,2377349,Felipe,,Bourse,48.86407,2.34869,Entire home/apt,185,3,323,2024-08-19,2.16,1,38,11,7510101338262
484126,Apartment with terrace Paris 07,2396369,Bérénice,,Palais-Bourbon,48.85278,2.31874,Entire home/apt,486,3,29,2016-06-04,0.20,1,10,0,7510709999505
485465,1 BR modern apt at Eiffel/Trocadero,2403689,Renaud,,Passy,48.86453,2.28628,Entire home/apt,200,6,28,2023-12-21,0.19,2,123,11,7511607210606
486114,Incredible 2470sqft Haussmanien apt,2406155,Veronique,,Batignolles-Monceau,48.88235,2.30651,Entire home/apt,,7,34,2023-09-10,0.25,1,333,0,7511705927506
486138,Historic center of Paris for 2 !,2406154,Géraldine,,Louvre,48.85941,2.34486,Entire home/apt,109,1,100,2024-06-30,0.70,1,17,16,7510101033010
486547,QUIET STUDIO IN THE HEART OF PARIS,2408130,Nathalie,,Entrepôt,48.87381,2.35145,Entire home/apt,90,3,437,2024-09-03,2.94,1,164,56,7511000914777
84820,Bird's nest in Montmartre: Sun/view all over Paris,464019,Laure,,Buttes-Montmartre,48.88238,2.33831,Entire home/apt,130,3,133,2024-08-13,0.82,1,12,4,7511801291867
86053,Charmful flat facing a gothic church,296615,Richard,,Louvre,48.86033,2.34005,Entire home/apt,306,3,216,2024-08-07,1.38,1,339,15,7510100912155
91139,"Romantic Flat on mews, 1 Bedrm",492966,April,,Gobelins,48.83052,2.35193,Entire home/apt,,365,14,2018-08-04,0.10,1,364,0,
93287,MONTORGUEIL BEAUTIFUL APARTMENT,500672,Jean-François,,Bourse,48.86706,2.34726,Entire home/apt,222,3,382,2024-06-27,2.35,2,29,19,7510201768302
94270,Artist's atelier in Montparnasse,276063,Guglielmo,,Observatoire,48.83572,2.33054,Entire home/apt,159,30,30,2023-12-08,0.18,3,67,1,"Available with a mobility lease only (""bail mobilité"")"
94711,SWEET APT... near Menilmontant,505518,Géraldine,,Ménilmontant,48.86501,2.39532,Entire home/apt,55,7,12,2019-09-23,0.08,1,222,0,7512002915374
95470,Spacious apartment in central Paris,426504,Rory,,Entrepôt,48.8731082563025,2.353240281765664,Entire home/apt,,5,10,2024-04-05,0.06,1,0,1,7511011964958
95915,Apt de charme 2 pieces 35m terrasse,97702,Julie,,Popincourt,48.85484,2.3897,Entire home/apt,160,3,29,2023-10-03,0.18,1,21,2,7511102371532
97773,Loft/apt 1970sqft - Heart of Paris,517155,Barbara,,Popincourt,48.85523,2.37332,Entire home/apt,344,13,37,2019-06-15,0.23,1,12,0,7511105188292
100858,"EIFFEL TOWER APT, STUNNING VIEW",529347,Charles,,Vaugirard,48.853381616253,2.294888842165164,Entire home/apt,685,5,132,2024-06-15,0.82,1,316,2,7511512176934
101682,Tiny Flat near Place d'Italie,532468,Adil,,Gobelins,48.82845,2.35727,Entire home/apt,100,365,84,2019-09-28,0.53,1,364,0,
105210,"Quiet, nice apt in ""Le Marais""m",546512,Michel,,Temple,48.86281204223633,2.352993965148926,Entire home/apt,205,4,316,2024-08-22,1.95,1,291,17,7510300876269
108591,Luxury 1600 sqft on Champs Elysees with A/C,561870,Madame D,,Élysée,48.8742,2.297,Entire home/apt,289,30,31,2024-08-03,0.29,2,352,2,"Available with a mobility lease only (""bail mobilité"")"
109161,QUIET & COSY FLAT IN LATIN DISTRICT,564058,Marie-Odile,,Panthéon,48.8445,2.35261,Entire home/apt,233,7,182,2024-08-04,1.13,1,278,12,7510505075622
110322,Balcon au 5eme Ciel quiet romantic,433758,Genevieve,,Panthéon,48.83913,2.3466,Entire home/apt,160,5,24,2023-01-31,0.15,2,255,0,7510500029543
111270,charming flat near Champs-Elysées,570314,François & Pascale,,Batignolles-Monceau,48.8793,2.29456,Entire home/apt,,3,54,2019-12-24,0.33,2,0,0,7511700216877
113011,Confortable flat - Ideal for 2 !,162708,Thomas,,Ménilmontant,48.87252,2.39298,Entire home/apt,,6,17,2023-01-28,0.15,1,0,0,7512005242780
114543,Charming 55m² flat - Eiffel Tower,581233,Frédéric,,Vaugirard,48.8495,2.28936,Entire home/apt,,4,95,2024-08-13,0.92,2,0,9,7511502831082
115107,Charming two-bed apartment with balcony,379042,Edward Muriel,,Buttes-Montmartre,48.88474,2.36072,Entire home/apt,,3,5,2024-08-11,3.41,2,0,5,7511002008206
115655,Family loft with a private courtyard in Paris,584977,Fabien,,Buttes-Montmartre,48.89187,2.36451,Entire home/apt,140,5,166,2024-08-25,1.34,1,236,8,7511805457226
120494,Romantic Hideout in Paris,606427,Amy,,Gobelins,48.82971,2.35404,Entire home/apt,71,5,357,2024-08-28,2.22,1,40,13,7511300905786
122222,CHARMING STUDIO near BASTILLE,612215,Olivier,,Popincourt,48.85353,2.38679,Entire home/apt,130,6,76,2024-08-09,0.47,1,72,2,7511100706397
124251,Large 2-room flat near canal St Martin,619824,Thierry Et Natasha,,Entrepôt,48.88298,2.36737,Entire home/apt,250,6,13,2018-05-01,0.09,1,135,0,7511000849748
125686,Studio - République/Canal Saint Martin,624523,Cinderella,,Entrepôt,48.87278,2.36478,Entire home/apt,49,30,143,2024-08-28,0.89,1,66,1,"Available with a mobility lease only (""bail mobilité"")"
130420,Charming Apartment 2BR in Paris 9e,641777,Yassine,,Opéra,48.88073,2.34297,Entire home/apt,270,1,231,2024-08-10,1.44,1,360,12,7510900711502
